date,month,CLE,WHI,LEW,WRS,SHA,KES,ORO,ANT,FRD,DAV,BUL,ENG,FOL,UNV,LON,ICH,NAT,INV,BLB,NHG,CMN,PAR,DON,BRD,TUL,NML,DNP,HTH,BUC,HID,MIL,SNL,PNF,TRM,SCC,ISB,STP,CCH,PYM,CAS,
5/1995,5,2347144,237577,13993,244857,4296429,21957,3452965,24291,57570,85541,946806,72074,743895,265238,59722,37781,7606,286017,128446,297103,308680,210940,63800,96200,64600,1399000,1731000,137000,144045,86093,263500,2009440,611905,107417,80668,406279,197681,144791,161258,312921,
6/1995,6,2388116,239303,13845,240375,4237107,21187,3512826,23305,56285,84010,970583,71161,953056,275071,76056,45192,7728,270632,123408,285392,360840,211510,62600,96400,64200,1680000,1810000,336000,132397,77474,488100,1876744,900163,142638,81279,505014,230935,144591,159406,315029,
7/1995,7,2253997,238503,14015,234589,3836077,21348,3428021,22732,54627,81660,917851,68043,604576,274922,75274,44901,8157,261444,105933,266329,381230,207090,63400,97300,64100,1833000,2024000,361700,121474,61446,518400,1763906,924846,105621,66773,535767,227706,141767,159989,310647,
8/1995,8,2051749,239111,13955,226511,3390702,21732,3181820,21975,49383,77950,829936,68547,574454,249101,59774,38329,7724,250556,76473,243081,369690,160410,61400,97400,64500,1791000,1947000,356600,114818,48460,416100,1499314,726527,68547,47752,408918,204435,138256,162734,300706,
9/1995,9,1872589,238215,13926,219088,3136430,21295,2897173,21028,46314,74858,791168,63527,466149,212571,34516,27651,7350,247412,65965,222513,315730,157250,60900,81900,61500,1763000,1772000,341200,106760,47164,319200,1524232,637779,8396,33574,336482,202750,134855,167805,297229,
10/1995,10,1793073,219756,13845,211662,3104548,22733,2800576,19868,45331,72387,732645,62065,386400,176923,29876,26407,8138,245072,41943,206039,272210,189880,43500,74700,54400,1765000,1624000,316600,106044,38870,279400,1637786,541732,10176,20327,284884,201460,131787,164750,280139,
11/1995,11,1764355,205357,13830,204782,3040780,21952,2775753,19090,45164,70764,682170,60053,307000,151553,29138,26068,7710,244064,29435,184202,271840,191650,39300,62000,55800,1784000,1607000,298400,99659,35053,265200,1664769,563390,10050,10699,247074,200881,129995,164081,276275,
12/1995,12,1861369,204828,13601,222803,3267676,21435,2702081,19842,46089,72313,682706,68876,317700,158003,41634,28819,8148,253832,34106,181430,267110,205783,31300,53700,56000,1826000,1633000,292400,99486,27937,304200,1646822,594389,8215,11156,246474,203689,128584,161670,264823,
1/1996,1,1955924,197012,13800,264708,3519356,22934,2750028,20709,47467,74782,739717,69523,504000,173977,49479,30223,8021,261064,54292,190195,289690,201640,22300,50000,55500,1909000,1691000,283000,105182,33661,366500,1934442,636718,11875,16061,256320,204013,128079,158936,255576,
2/1996,2,2074036,219971,14091,258722,3694201,20663,2729463,23125,55903,78414,762386,70584,361900,229421,63280,34535,7946,258290,62007,194357,277910,199890,20400,78300,54500,2037000,1735000,271400,121124,48181,455900,2024533,797684,23098,35478,319410,204468,143991,164611,277050,
3/1996,3,2170173,209145,13484,245385,3882865,21989,2985016,23466,57231,77565,796356,68707,626900,230259,60083,34217,8110,266673,98217,221335,225750,203070,8190,78400,56500,2049000,1703000,242700,121203,52830,505400,2023644,837216,19589,44560,377532,203884,151173,165930,302207,
4/1996,4,2288166,238247,13830,246098,4307671,22217,3243172,23809,57038,80793,902620,67748,781700,255236,65882,38207,8058,275067,129282,223834,247460,200610,30000,96400,60900,2038000,1724000,274400,130970,66221,454400,1885781,854899,93614,62646,461234,215520,151458,166719,309579,
5/1996,5,2399622,238855,13763,243488,4512578,19350,3504341,23390,56365,81858,963028,70461,936300,271183,73983,44513,8058,280254,130417,218577,376860,202700,63400,97100,65400,2162000,1849000,312600,133900,68609,484800,1643454,915501,140011,76598,530544,238501,148769,160386,317587,
6/1996,6,2322070,237609,13807,238427,4194201,21020,3441019,22886,53539,79774,942024,66500,902900,273553,75386,45598,8426,275847,122309,202696,398280,197780,63600,97200,64500,2184000,1960000,359200,132131,58412,489000,1350109,896199,125008,68700,522041,224400,144890,152120,313689,
7/1996,7,2119782,237481,13697,232189,3747388,23141,3052191,22085,49500,76300,854486,65736,836500,261451,67283,42928,8296,266229,106083,182020,335770,199850,57800,97200,65600,2102000,1875000,355700,112401,42886,357700,979318,637917,44838,47108,433539,204955,136068,162935,307623,
8/1996,8,1898078,238023,13971,224640,3289338,22614,2743821,20824,44761,72833,734007,66117,762800,237447,57449,35825,8446,239852,81344,160831,303060,200020,43600,93100,65200,2031000,1749000,339300,97572,30650,249300,753481,406411,9812,15013,343172,202298,127665,162647,287942,
9/1996,9,1712732,238855,14562,216869,3088810,21217,2735516,19601,43374,69960,684200,66211,726300,205891,52064,30268,8148,218804,62170,148384,285050,200260,32400,87400,60100,1988000,1690000,312800,91655,22525,237200,914750,335773,10653,11189,288143,200527,120193,157704,284346,
10/1996,10,1617455,218598,13860,209447,3072426,20811,2683587,18645,42698,67937,614098,65224,635400,182683,46897,23679,8138,216960,41101,143536,302540,161850,24372,73681,56116,1984670,1624829,286533,82628,19465,200293,1175411,350428,7084,8460,256014,199886,116138,146503,286504,
11/1996,11,1667476,240328,13785,205859,3187863,21380,2715028,18662,43130,67329,607213,61568,564900,197812,43678,28011,8281,217546,39592,144028,316840,164010,17152,75537,55249,1989631,1677941,300690,89645,28189,283914,1596193,438539,16323,18145,249555,203203,115514,150494,287087,
12/1996,12,2045421,206242,14075,295124,3840610,21780,2929103,23944,47985,72572,838825,79145,496900,230311,57614,31251,7181,260836,73456,172135,307970,186020,44380,66463,56739,2010765,1799808,265368,112294,34690,448501,1903404,626026,28523,32874,252812,206063,123510,166706,288359,
1/1997,1,2100197,196236,13697,264569,3475932,20129,2860051,23324,55887,78840,790412,71816,376200,225391,67901,32343,7696,269337,67641,171894,359720,190960,55403,79261,54748,2242633,1880262,291291,123890,58936,455331,1999062,898039,91334,63936,434547,204500,150713,164776,306821,
2/1997,2,2049100,204445,13675,243304,3574861,21151,2675667,23163,55887,69343,714488,70273,403900,212027,39255,24924,7638,254756,61169,177944,244750,181370,42979,78193,55357,2056588,1633586,243155,113630,41066,269676,1978868,741253,43613,39298,394560,193727,159748,158689,296677,
3/1997,3,2112149,239407,13844,243567,3799737,22476,2962255,23637,56237,64857,715434,63960,469700,209444,23149,21274,7819,247592,74030,180377,230280,175830,42994,78292,56971,2022330,1594960,225500,120647,53061,275465,2009693,679013,35896,40649,352924,204176,160632,160598,291227,
4/1997,4,2168201,238503,13815,239673,3937079,22396,3222432,23561,56078,62780,801269,63037,553000,244030,46110,33592,8296,229808,71723,173101,255470,177070,61967,96846,61024,1994157,1625924,264312,124421,57357,301199,1778698,761007,88712,50253,395235,200656,158364,163262,312746,
5/1997,5,2063394,237641,13469,235024,3832627,21695,3187389,22966,54377,60572,864127,67764,623400,274534,75386,45634,7922,211256,56442,162783,314810,196220,64052,96989,64747,2004776,1763500,351330,124937,49715,488411,1266881,897704,143422,62050,481037,198638,154231,163073,313842,
6/1997,6,1878560,236783,14412,227740,3470691,21465,2970340,22060,51829,59037,861143,67446,614800,272100,75734,45791,8176,192461,50911,150784,322720,196130,63905,97744,65633,1966219,1864438,360756,120885,39602,497147,871579,865129,104537,54753,481564,193097,150124,161796,285901,
7/1997,7,1669149,237482,14091,217306,2944938,21026,2441723,21656,47985,56744,766503,67971,566100,248353,66855,42887,7988,169654,47507,136749,305120,196930,55335,93621,64476,1896345,1744978,358981,108574,27164,334266,553683,630007,42461,36074,410387,185611,141101,156967,260621,
8/1997,8,1550322,238279,14225,207884,2554757,21920,2201798,20506,43715,55458,638488,67375,545900,228037,44057,38992,7809,159420,44935,123468,298700,195270,35067,91235,64895,1826729,1633568,333322,95179,19430,247626,396307,432405,8655,16603,331179,182713,132260,160374,239761,
9/1997,9,1493875,238279,15225,201364,2308339,21620,2139728,19039,40997,51002,612631,63588,556100,184350,35111,28661,8214,152770,39572,113006,292840,196510,16070,87074,59271,1819300,1588010,301804,92870,16067,224063,593428,390641,10205,9032,295880,181502,124545,162855,236715,
10/1997,10,1440767,223194,13874,196321,2317049,23053,2032123,18141,40462,47719,563755,66964,490952,161495,27849,27705,7932,142233,31881,108097,313960,172200,12698,69353,54078,1814492,1550780,274416,80155,13969,162781,827147,429129,7497,6782,270077,181351,119380,162095,239327,
11/1997,11,1462656,206006,13881,202801,2535041,21726,2061894,17790,40618,48336,563552,45869,433278,153493,25370,27092,8256,148584,38801,105344,324510,165100,11869,53872,53332,1825365,1536076,251755,80471,14941,179726,1165611,464578,10665,10817,245129,182319,118439,166235,252443,
12/1997,12,1495552,204857,13970,211304,2734108,21193,2224172,17524,40853,48780,548378,49405,421185,137747,26586,23984,8296,163710,42539,105138,307190,162200,8442,32239,53847,1853028,1542365,227492,81592,16697,218064,1642982,501028,6749,7897,242524,183229,131835,167421,287087,
1/1998,1,1799691,205888,13653,257138,3390210,19950,2654963,19132,42029,51337,695377,70101,542030,162733,33472,21274,8421,228944,47209,169524,321330,166030,8767,22818,55812,1925187,1618284,196204,102660,32725,320069,1858715,573991,9326,13049,242004,187425,141791,169485,286691,
2/1998,2,1976724,219787,14404,271352,3567220,19725,2713849,17268,43455,54473,755338,70371,558821,173102,20528,19658,7889,267339,39470,167854,297930,163090,6099,28211,56137,1954511,1677941,155580,111866,32934,365785,2025549,750187,49706,59473,283911,192437,184394,168780,318914,
3/1998,3,2230544,206654,13359,246284,3552990,20416,2812374,16631,45052,55746,788268,70445,680299,192325,25569,17625,6959,264157,96970,214307,239210,199060,11731,53580,58117,1999129,1667862,136345,125390,54040,425561,2028090,789679,66038,57817,335861,202977,190807,163514,319801,
4/1998,4,2113048,233801,14083,244514,4061175,20912,3025675,24030,56989,67364,839218,70420,760124,205553,28696,16313,7692,270521,133984,241188,255640,199510,19435,78931,60675,2052301,1625922,137965,131932,73461,368311,1999821,766806,95696,65310,390245,212152,192642,156245,319358,
5/1998,5,2265154,237227,13587,253989,4453590,21115,3301917,23580,56269,72127,949750,70551,752089,250632,43552,27904,6825,283390,130502,239665,288050,199400,60395,96760,66206,2112632,1695925,195098,138991,85390,326632,2028725,688780,71842,81549,455443,212617,192642,167997,320912,
6/1998,6,2423791,239367,13727,244857,4482133,20924,3524003,23050,56062,74142,961446,70525,908659,274147,75707,44781,8256,289922,125747,237859,402690,198510,62551,97047,65080,2331120,1919682,314882,138070,83071,478022,2024025,938996,146889,92686,535767,230343,192917,159270,317255,
7/1998,7,2393782,238311,14120,239335,4147365,21877,3340440,22455,52679,71131,916737,66203,926916,262863,68520,44135,8064,280874,108606,222652,333070,196270,63892,97349,65104,2340247,2017109,361152,126720,71639,518815,1824308,975523,143135,76412,552937,224881,192459,158998,313710,
8/1998,8,2205375,237672,13631,232545,3705166,22204,3059166,20753,47153,67758,780068,64471,833931,211706,52690,35073,8351,267191,86395,205042,254940,196470,53717,94187,66368,2202050,1864438,347235,95548,58834,446027,1566459,789886,82964,44023,436059,206586,189078,160847,306323,
9/1998,9,2077299,238311,13955,226036,3441073,21586,2831485,19920,45569,65699,708904,67549,712911,165003,46298,32320,8531,256010,66899,191247,265180,187670,47483,81850,60421,2098590,1714055,335242,88710,52393,437951,1613068,705421,28685,22251,366421,206063,185500,160834,305783,
10/1998,10,2010185,219879,13881,219798,3403984,21440,2721845,18879,45039,63380,659384,67955,613800,154371,45154,27459,7746,269716,40290,185581,292840,166250,36236,67996,56872,1997691,1632490,318656,78612,33680,382417,1861058,677916,21994,12086,306849,204695,181764,162734,295828,
11/1998,11,1968538,207214,14187,223125,3435606,22198,2889913,19166,45709,64613,648290,71095,555300,150264,47819,26240,8521,256770,34329,185675,300490,167600,33547,52643,54385,1997136,1653422,311128,79316,26203,418167,1970810,672732,10031,7432,244980,205835,180095,164169,283352,
12/1998,12,1955213,206654,13830,226311,3269602,22050,2687877,19739,46583,64962,634425,60716,563000,148223,40582,23803,8016,254414,33940,182331,300740,166010,24753,43931,56148,1976860,1641584,299025,80747,26203,417735,1898186,639071,8655,10699,244831,204176,179248,159283,270710,
1/1999,1,1938685,204739,14015,234896,3588122,21410,2767779,21323,48623,67504,693442,69126,533200,175715,40226,24396,8456,260532,46775,181927,318420,172770,20247,41391,51996,1975979,1656746,294232,85780,32848,457744,1929319,663371,11065,16951,248652,204663,178664,165295,247657,
2/1999,2,2005825,205299,14053,244672,3712733,20853,2791483,21829,51555,71242,794709,71152,495600,209273,17439,19941,8058,260570,75276,193939,284300,198550,10009,55620,50707,1972359,1664521,258355,97931,38703,428012,1985676,728606,10002,19856,244905,204208,180562,161071,228494,
3/1999,3,2096025,210275,14098,245147,3863036,20387,2941141,20912,56877,73131,762263,60803,615400,188058,14043,15630,7927,268092,122431,203058,280820,175010,14312,51985,54876,1997469,1644584,204420,102616,46208,458746,2027831,732030,30861,27541,251976,204663,183714,167281,268741,
4/1999,4,2208279,235034,13734,244804,4256240,21157,3246589,23278,57651,77950,781652,62348,755600,184752,20090,16064,7530,276744,132109,211430,283800,167240,14238,77950,60294,1991600,1656746,190200,110237,55912,513346,1913855,782751,66812,40308,275628,208322,186666,161158,297591,
5/1999,5,2379867,237799,13814,242072,4304500,21604,3454519,23447,56684,80205,894114,62879,910300,245236,46028,33734,7741,278616,125006,204479,290320,181690,62088,94904,64356,2020537,1795091,295336,108725,54669,522103,1496796,888079,136129,46633,327494,219968,184246,167396,296571,
6/1999,6,2371654,237959,14329,236928,4116822,21786,3419375,22648,54533,78298,915949,66125,934800,270652,68735,42081,8035,263084,116502,192847,343100,194680,64254,97263,65277,2034830,1958457,361944,89012,48799,508445,936402,798465,113666,38208,324526,223544,181293,159184,286171,
7/1999,7,2220857,237418,14240,230817,3716927,21798,2865217,21413,50358,74518,811449,67359,787300,243620,70565,43107,7955,243920,92143,177791,325580,195160,55459,96251,64882,1947003,1860800,349575,76526,36355,320180,611617,538643,41992,23585,270314,210529,177479,154418,284346,
8/1999,8,2094090,236878,13896,223968,3437843,22075,2577812,19903,45457,68404,673443,65930,752500,184976,63333,39342,8087,237584,70777,164396,301260,195180,40837,87837,64882,1867854,1717470,323390,72451,26162,230805,520283,395453,6161,10392,216459,205086,172954,163766,283249,
9/1999,9,1961654,236433,13815,216844,3327499,22155,2427271,18537,43035,59335,613525,67668,721600,150226,53256,33450,8011,228222,60499,154255,292590,194660,24639,76679,62286,1828720,1636830,294416,70511,20895,234876,702409,367384,5847,7186,187207,200752,168771,154879,288380,
10/1999,10,1910984,223255,14210,209637,3275136,22408,2294809,17300,42202,57491,566066,67843,634800,142608,43289,29269,7089,217852,41689,147606,312130,165020,14800,55900,54406,1856000,1579000,268400,64021,14724,219000,801279,389424,5582,5679,174461,199139,164170,164308,271737,
11/1999,11,1905367,206506,14023,207176,3268397,22582,2287827,16375,42095,56195,540244,66696,580100,133519,32513,25390,7741,217274,40871,147884,317900,163740,9425,46991,54400,1866000,1559000,252400,63925,15380,235700,1073901,396968,8616,6978,173855,199386,161489,160573,285258,
12/1999,12,1873700,206100,13845,202035,3227485,20907,2186332,15488,42309,54853,510033,66807,530200,109904,28323,22033,7665,217036,42475,147662,313430,166930,10500,22400,55400,1881000,1529000,231400,63997,16061,277500,1187142,402729,11509,8593,169342,199545,158099,159592,276235,
1/2000,1,1975728,206654,13926,226586,3697073,19541,2345401,15645,43415,57328,604763,60082,568000,131668,36528,23619,7642,228052,59779,178497,309520,187610,16098,23096,56900,1926000,1590000,221800,70002,22245,311500,1505272,434709,22319,13465,167617,203158,156142,165650,287775,
2/2000,2,2148973,207868,14248,262269,3857423,20853,2765788,16983,45597,60976,781986,71376,599000,168463,33698,24822,7810,267191,81440,205906,302290,193380,13800,33300,55900,2008000,1735000,216100,111210,55587,423200,1825778,540165,36443,30557,178813,202461,171741,168883,291228,
3/2000,3,2093195,213572,14128,244567,3751868,20569,2838641,20313,50046,65593,786129,67819,674300,187809,20187,22990,8176,266192,103520,198959,280820,186620,14397,40200,56400,2012000,1704000,172600,122655,62417,462000,2026438,644764,42909,48283,193303,204061,188987,164523,298997,
4/2000,4,2318747,237300,14105,245781,4153279,21902,3107588,23428,54627,71610,843819,69816,697300,228611,42856,34457,8101,252779,123776,201741,291580,189660,33700,66600,61300,1996000,1774000,201700,128713,65856,516300,1876126,759485,89856,62996,210811,215947,192917,162471,313403,
5/2000,5,2384064,237300,13926,242937,4111519,21878,3127657,22853,53539,70874,933495,68050,775700,270770,64319,44498,7932,254029,125170,201052,341190,194040,63300,97198,65400,1984000,1910000,333900,128811,61852,511500,1462484,954375,142829,73335,285697,217404,191755,160250,310734,
6/2000,6,2327765,237736,13808,236980,3825179,21970,2874068,22048,50002,68260,900694,66804,772907,255632,67364,43827,8194,241652,104593,190386,351330,188710,64300,97593,65500,1957000,1992000,360800,118798,52357,501400,1051334,866823,110027,59473,278747,222269,188503,157876,307710,
7/2000,7,2136500,238727,13462,229578,3321200,22242,2413006,20436,46230,65137,833632,64862,659600,217312,59619,41446,8491,226250,79880,177545,324510,194040,44000,96800,65100,1891000,1881000,343900,102293,39340,371600,771746,566074,39055,27820,215487,216483,183094,164144,300985,
8/2000,8,1908500,238055,13771,221618,3043522,22075,2033621,18670,42189,61755,748130,67138,655900,176988,31937,33491,8125,218464,64815,164425,309260,194500,23400,91700,65400,1831000,1748000,314900,85564,29032,266900,666538,390319,7627,10065,165786,209512,178403,160859,295329,
9/2000,9,1791050,213200,13956,214472,2985131,21714,1919813,17252,40748,59668,702880,65549,660700,132609,27716,25969,7692,214180,47003,155678,298700,191590,15800,70000,62001,1804000,1691000,286300,80155,23233,211900,850828,360483,8168,7150,145564,205819,170840,164359,284926,
10/2000,10,1770780,181816,13779,209542,2941357,22396,1834794,16076,40449,58146,663886,52698,579500,127759,18640,19814,8346,209216,35342,151908,316580,166310,13597,49602,53400,1822000,1655000,259800,71160,20953,222600,1051945,343194,12224,6126,135417,203500,167548,165485,270309,
11/2000,11,1744399,191341,14517,203080,2885680,22310,1761851,15184,40410,57296,623198,70386,560900,85385,18602,18740,8781,208940,35589,150840,315790,165990,5597,40900,44700,1848000,1643000,234600,71185,21608,269600,1299262,378110,12006,7263,134439,202900,164880,161970,290829,
12/2000,12,1708276,205918,13938,196366,2910875,20686,1724943,14330,40527,56485,601363,66411,532900,43173,11821,15587,8106,208268,35741,150364,314220,163970,4947,19900,43700,1876000,1631000,215800,71460,21801,273800,1470439,408826,8583,9214,129520,201000,162354,166362,288568,
1/2001,1,1682599,211173,14427,204338,3035294,21489,1737247,13492,40775,55746,582232,67995,491800,31999,11983,14802,7458,212004,46548,153687,296400,165280,5823,15100,55500,1874000,1643000,201400,73461,24001,289100,1595959,425117,15006,13315,130172,194300,165594,158800,303539,
2/2001,2,1707622,210724,14375,247265,3495969,22303,1842156,13734,41181,55906,612810,66219,524600,35365,12957,14890,8003,227508,74941,169494,280820,167820,4999,14100,56500,1896000,1651000,177600,78338,26237,305900,1797186,454650,28057,20140,130928,191000,177451,160959,304811,
3/2001,3,1882454,205034,13882,244672,3955799,20996,2048313,15917,42376,57491,702022,69078,602195,58904,21107,17476,7724,248528,108455,184014,268330,181140,14200,22600,56400,1921000,1679000,189500,80326,35716,375800,1977986,517113,50037,30440,139744,188700,192948,167997,293164,
4/2001,4,1963231,235861,13941,242020,4020071,22174,2188360,17865,42900,57068,762304,65441,667500,89938,33598,23170,7701,233012,112166,183889,270260,193690,19400,43200,61400,1876000,1673000,215300,77598,37826,450500,1910991,637179,98656,42472,166080,188800,194364,164169,257591,
5/2001,5,2021700,239111,14195,236825,3782524,22871,2118837,18077,38514,55107,799276,66140,695800,113120,56390,32481,7904,196982,85008,173555,260870,191660,62500,64200,66000,1799000,1650000,353700,77171,33507,504700,1493135,855169,139613,45811,243563,187000,193101,158122,286151,
6/2001,6,1915340,238119,13675,228872,3283078,21423,1918269,17238,34528,52380,765926,67589,586100,106205,56555,31737,7866,158610,77682,160309,235145,196130,58805,60800,65000,1716000,1528000,348000,58758,23513,392800,1033071,619285,94914,31581,205792,180900,189260,155585,276377,
7/2001,7,1739888,238151,14210,219577,2716074,22310,1730944,15429,32137,49946,659646,65883,488900,96744,54966,29630,8115,126890,67985,146859,221450,193320,50700,45500,65800,1624000,1384000,320500,39198,13540,244500,829778,366240,14966,14599,162393,174300,182055,160884,269404,
8/2001,8,1553888,237768,13609,209375,2389562,23473,1539412,15191,29582,47398,563042,69661,430500,86123,50941,28132,8101,105363,46980,133476,208400,193470,37900,36500,65200,1538000,1267000,285400,23401,7989,193700,760039,278142,5730,9896,125555,166200,177377,155890,270027,
9/2001,9,1428163,223657,14158,201341,2199643,20817,1487684,14487,28914,45409,538363,66516,367600,84344,48349,26990,8045,87340,28968,123242,194790,196160,27100,35200,61800,1481000,1198000,252800,15598,7820,187900,829590,276048,4407,7263,108860,160300,173479,161995,287024,
10/2001,10,1294684,205623,14053,194689,2167051,19973,1433405,14020,28389,43973,504067,66940,287404,91898,40657,25959,8172,84730,24122,119216,204650,173970,21371,32103,54200,1468052,1146000,222000,15408,7728,164687,764056,286752,4066,4979,99622,156600,170389,161645,275157,
11/2001,11,1338246,212011,13882,204221,2284384,21386,1416920,14090,28648,44224,507774,65837,261932,98195,43917,25719,7571,90100,28742,116743,191780,176480,19117,31697,54396,1471352,1152882,202800,15536,8464,175537,964447,314883,13543,7854,100419,155600,169558,155220,285175,
12/2001,12,1423867,207155,13986,248674,2986262,21307,1595882,14595,29233,45409,597978,65449,337281,112329,42773,24506,7909,133185,45012,131960,202560,177400,14161,25561,56311,1516405,1260000,192300,21477,13446,213302,1385632,359625,22183,15552,105907,154200,169005,164144,281373,
1/2002,1,1652312,205063,14322,243620,3516585,22310,1915916,15318,29934,46039,658785,61857,481044,123578,26393,19253,7593,164213,47045,147579,239450,167510,5638,22244,55812,1569452,1396748,146300,26812,19451,289974,1807066,417338,20889,15360,107487,153900,168451,162910,274791,
2/2002,2,1757427,204916,13882,244040,3839544,21805,2120160,16345,30711,46845,704012,63830,602372,140886,19308,18147,7692,169324,74701,158545,233800,182640,5470,23437,56138,1587383,1471223,124500,29158,22916,334266,1925324,446058,17785,21124,107619,153600,166392,164018,269042,
3/2002,3,1857117,203946,14158,245755,4136151,21702,2414816,18756,32475,48870,758898,63914,720553,168532,21438,20325,7899,174790,90511,181678,271730,181480,6820,22492,56246,1621470,1527000,114600,32580,31044,388820,2027963,459191,44463,31548,111282,151700,163996,167179,264445,
4/2002,4,2049394,239816,14150,242360,4296717,23085,2659095,23210,34717,52195,810636,64532,759131,225899,36297,30502,8421,148830,86095,180223,295890,174200,21087,55134,62048,1588923,1538170,179800,33830,34134,469646,1844188,549898,100038,42050,139323,144300,160951,162948,263372,
5/2002,5,1983657,238503,13926,237418,4121856,21983,2639503,22900,32171,51245,816850,66203,822211,253397,57166,40159,8007,139825,81686,174130,280830,191370,50365,79454,65154,1546999,1573036,311100,34202,35497,512373,1402950,616789,137349,43339,170658,133300,157252,157962,291754,
6/2002,6,1907614,237323,14248,230741,3678844,22013,2353690,21620,28648,49108,751871,63565,766500,260397,66967,42160,8176,117250,75023,163427,286050,188820,63460,96810,65400,1478529,1566000,359900,26423,25108,456197,873969,465166,101314,35431,173733,120800,151091,160250,304188,
7/2002,7,1759692,238279,14307,222482,3102924,22445,1883126,19776,26281,46585,647106,64916,610358,235577,62268,40464,8271,94147,64954,150028,263970,191200,58694,84371,64920,1391280,1425187,337900,16307,16296,298254,646887,200555,29751,20034,132193,113803,145399,158800,315513,
8/2002,8,1595947,239047,14285,212932,2758417,22538,1539412,17947,23833,44085,559962,67383,546701,203078,58629,38632,8286,83350,44553,138055,247470,191550,51266,69530,65695,1319882,1315000,302000,10492,11205,225694,643876,121818,9859,9937,101221,110800,135511,159964,314567,
9/2002,9,1500119,237259,13823,204174,2558201,22192,1399662,16407,23008,41963,532088,68731,509754,165850,55280,34033,8050,73640,27221,128572,237620,191420,24453,69889,62202,1278233,1254000,268400,10262,10366,221126,688435,133296,8890,6162,89073,110100,129370,164902,309623,
10/2002,10,1405722,216106,14023,196412,2414071,22044,1280304,14870,22245,40379,494695,68066,456772,138500,52900,30100,8209,70968,23476,124121,250020,170230,10700,55452,55422,1287850,1214788,241600,10092,10200,218566,649730,143684,8853,4255,82336,108700,125055,162847,277009,
11/2002,11,1392649,206036,14016,190983,2334938,22739,1227434,14041,22597,40619,492073,64770,446483,130300,52900,29000,8111,70483,23421,122116,248862,171835,9120,50076,54600,1304231,1246628,244200,10865,11749,252311,787573,217374,12143,11998,134542,108600,124045,162045,290557,
12/2002,12,1575140,214507,14203,265710,3223197,21671,1624336,13915,23339,42672,615746,66783,537546,155100,26900,23300,7960,122934,59576,134501,262305,170437,6574,32345,54152,1358261,1299230,238300,16770,14539,306854,1010089,261655,12956,11558,138222,113218,124921,165473,315953,
1/2003,1,1885928,205476,13971,244672,3536772,20710,2153511,15503,25139,45410,729845,64074,601048,149400,27000,22500,8316,156900,43960,139018,282800,171690,7498,21106,55336,1405253,1374504,238500,19845,17819,360801,1437576,305142,16114,14011,142021,116276,123170,164232,280386,
2/2003,2,1939538,202106,14091,245068,3584283,22217,2259701,17038,26723,46326,732725,64226,531361,149700,21500,20100,8516,165690,75378,141362,305630,166910,5155,21573,56181,1426776,1414349,234700,21630,20909,410466,1739389,365549,12384,21563,151652,114638,122969,164535,248734,
3/2003,3,2036181,206890,14068,244541,4103708,22248,2634628,20736,29370,50578,783240,64074,619747,178900,23800,22200,7899,178154,116672,144959,303830,178550,9136,27909,57071,1425154,1434000,241400,24383,24929,464706,1953851,441279,51722,36970,173976,125173,125167,160436,279360,
4/2003,4,2215948,247764,13808,249128,4536624,21152,3073436,23239,32531,55044,895619,63717,830606,209900,31300,27600,8601,196784,129077,158315,312130,189180,6978,52672,60826,1427227,1510000,237500,28611,29772,501551,1818676,523629,100610,52871,202709,128241,126756,161683,298400,
5/2003,5,2353849,238503,13830,243541,4435987,21970,3512826,23258,34176,57884,961925,70897,962364,252900,50000,37600,7760,195761,132156,158257,356870,190330,61099,94904,65000,1459446,1675000,361000,31968,35517,490350,1428330,743907,119896,73335,270314,139729,130574,161683,318316,
6/2003,6,2366660,237831,14263,238634,4088097,22626,3461356,22314,31402,55842,911922,66242,923969,254000,66600,42100,7941,178530,117074,146804,376860,195050,62948,97672,65314,1447233,1842697,359600,26415,35201,483279,1217645,669557,86156,65009,303813,157000,128541,165105,314523,
7/2003,7,2251986,238055,13978,230488,3547162,22664,2850416,20753,29212,53280,789276,65456,800125,222300,57500,38700,8306,166950,92541,132508,324250,194810,53725,95581,65498,1368774,1698184,346100,18982,25574,344909,918347,368043,14340,30091,249631,147900,124247,158233,303539,
8/2003,8,2071228,237545,13889,222531,3258552,22322,2458192,19203,27243,51154,667426,66799,699947,195000,50300,36300,7847,159780,80778,118675,287050,193690,45870,82213,65646,1303719,1571971,316900,17901,17898,252472,787480,232560,9611,12690,199588,143700,119503,164106,319114,
9/2003,9,1881200,237600,13904,215486,3159376,21781,2283761,17709,26077,49227,638488,68868,658100,186200,38500,30800,8026,151390,51054,108611,278840,189900,33331,71604,62119,1280300,1515000,284200,17552,12320,215000,939243,181929,6128,7582,172040,139421,115449,165092,314325,
10/2003,10,1729051,235639,13918,207955,3090889,22174,2185994,16315,25537,47485,606395,65363,561872,173400,32800,28700,8326,148820,31504,100584,289312,169171,23303,75521,56062,1265987,1441066,256100,17220,9521,211032,961975,153320,5658,4436,150156,137377,111671,168164,283290,
11/2003,11,1700558,206536,14038,201757,3090196,22131,2072284,15444,25469,46733,582890,63603,498994,157900,29000,27100,8195,148080,32838,98892,282310,167700,23669,71287,54545,1275712,1445000,236365,17091,9688,218400,1122517,170884,9586,6133,149000,136995,109337,159245,262777,
